HabHyg,Hip,Hab?,Display Name,Hyg,BayerFlamsteed,Gliese,BD,HD,HR,Proper Name,Spectral Class,Distance,Xg,Yg,Zg,AbsMag
875,0,,Gl 331 B,86403,,Gl 331 B,,,-,,dM1 J,14.6,-11,1.6,9.6,9.972739288
876,0,,Gl 331 C,86404,,Gl 331 C,,,-,,,14.6,-11,1.6,9.6,10.17273929
877,0,,Gl 549 B,86809,,Gl 549 B,,,-,,M3,14.6,-0.5,7.3,12.6,10.68256999
878,0,,Gl 781.1B,87181,,Gl 781.1B,,,-,,M3.5,14.6,12.6,2.2,-7.1,11.67813583
879,0,,NN 4203,87275,,NN 4203,,,-,,dM,14.6,6.7,10,-8.2,12.53162058
880,0,,NN 4204 B,87276,,NN 4204 B,,,-,,m,14.6,6.7,10,-8.2,13.68162058
881,17609,1,BD+25°613,12333,,Gl 154,BD+25°613,23453,,,K5,14.6,-13,3.5,-5.5,8.792253569
882,28035,,Hip 28035,20018,,,,,,,,14.6,-8.2,-10.6,-5.8,9.880987404
883,33817,,Gl 259,24592,,Gl 259,,52698,,,K1V,14.6,-7.8,-12.1,-2.4,5.885915349
884,44127,,9 Iota Ursae Majoris,32617,9 Iota Ursae Majoris,Gl 331,,76644,3569,,A7IV,14.6,-11,1.6,9.6,2.312739288
885,52190,1,Hip 52190,38713,,,,,,,,14.6,1.5,-13.8,4.5,10.19464548
886,70497,,23 Theta Boötis,51152,23 Theta Boötis,Gl 549,,126660,5404,,F7V,14.6,-0.5,7.3,12.6,3.242569994
887,75181,,Nu 2 Lupi,54310,Nu 2 Lupi,Gl 582,,136352,5699,,G2V,14.6,12.1,-7.8,1.9,4.834783685
888,82926,,Hip 82926,59644,,,,,,,M3Ve+...,14.6,14.1,-3.5,0.6,10.36509974
889,99150,1,Gl 781.1,71840,,Gl 781.1,,,,,M,14.6,12.6,2.2,-7.1,11.42813583
890,101997,1,Gl 796,74006,,Gl 796,,196761,7898,,G8/K0V,14.6,11.3,4.4,-8.1,5.531467562
891,0,,NN 3252,86081,,NN 3252,,,-,,m,14.7,-11.2,-1.8,-9.3,17.18892187
892,0,,NN 3305,86140,,NN 3305,,,-,,M1,14.7,-12,-4,-7.5,9.752544564
893,0,,GJ 1099,86309,,GJ 1099,,,-,,m,14.7,-11.5,-8.7,2.5,11.09892187
894,0,,NN 3649,86566,,NN 3649,,,-,,M1,14.7,-4.1,-4.4,13.4,9.932544564
895,0,,NN 3775,86720,,NN 3775,,,-,,m,14.7,4.8,-4.2,13.3,12.13254456
896,0,,NN 3809,86766,,NN 3809,,,-,,M2:,14.7,6.2,-2.9,13,10.35254456
897,0,,NN 3894,86855,,NN 3894,,,-,,M4,14.7,11.2,-2,9.3,13.42254456
898,0,,Gl 596.1B,86883,,Gl 596.1B,,,-,,,14.7,10.8,1.8,9.8,11.16764791
899,0,,NN 4228,87302,,NN 4228,,,-,,m,14.7,4.3,11.9,-7.4,13.09254456
900,25278,,111 Tauri,17897,111 Tauri,Gl 202,,35296,1780,,F8V SB,14.7,-14.3,-1.8,-2.6,4.158603452
901,30630,,Gl 233,22090,,Gl 233,,45088,,,K0,14.7,-14.2,-3.4,0.8,5.928921873
902,54952,,Gl 420,40679,,Gl 420,,97584,,,K5,14.7,-7.3,8.1,9.8,6.846691945
903,77052,,23 Psi Serpentis,55571,23 Psi Serpentis,Gl 596.1,,140538,5853,,G5V,14.7,10.8,1.8,9.8,5.027647909
904,78170,1,Gl 604,56305,,Gl 604,,142709,,,K5V,14.7,13.2,-6,2.1,7.218284984
905,102485,,16 Psi Capricorni,74379,16 Psi Capricorni,Gl 805,,197692,7936,,F5V,14.7,11.2,4.1,-8.5,3.297647909
906,106696,1,Gl 833,77561,,Gl 833,,205390,,,K2V,14.7,9.9,-2.4,-10.7,6.29774926
907,0,,Gl 231.3,86242,,Gl 231.3,,,-,,M4,14.8,-11.9,-8.4,-2.6,12.20973348
908,0,,Gl 269 B,86293,,Gl 269 B,,,-,,K4 V,14.8,-2.9,-14,-3.9,7.05262257
909,0,,NN 3770,86713,,NN 3770,,,-,,DC9+,14.8,8.5,-11.4,3.9,16.19973348
910,0,,Gl 514.1,86732,,Gl 514.1,,,-,,M4 :,14.8,6.7,-5.9,11.8,13.39329948
911,0,,NN 4338 B,87425,,NN 4338 B,,,-,,M3 :,14.8,-4.1,13.4,-4.8,11.58651886
912,14445,1,BD+01°543,10121,,Gl 123,BD+01°543,19305,,,M0V,14.8,-10.2,0.6,-10.7,8.24262257
913,35296,,Gl 269,25742,,Gl 269,,57095,,,K2V,14.8,-2.9,-14,-3.9,6.30262257
914,59199,,1 Alpha Corvi,43576,1 Alpha Corvi,Gl 455.3,,105452,4623,,F0IV/V,14.8,4.2,-11,8.9,3.173264069
915,101516,,Hip 101516,73649,,,,340611,,,DA,14.8,5.7,13.5,-2.3,10.681339
916,103388,,Gl 811.1,75057,,Gl 811.1,,,,,M4,14.8,9.8,7.6,-7.9,10.62326407
917,104092,,Gl 818,75568,,Gl 818,,200779,,,K5,14.8,7.4,11.2,-6.4,7.442655033
918,111766,1,Gl 865,81181,,Gl 865,,,,,,14.8,8.1,-6.3,-10.7,10.62458781
919,116003,,GJ 1284,84128,,GJ 1284,,,,,M2Ve,14.8,3.3,3.7,-13.9,10.30876959
920,0,,NN 3097,85882,,NN 3097,,,-,,dM3.5,14.9,-6.7,6.3,-11.8,12.26037401
921,0,,NN 3117,85904,,NN 3117,,,-,,dM2,14.9,-9.5,11.5,0.6,10.50037401
922,0,,NN 3118 B,85905,,NN 3118 B,,,-,,DA6,14.9,-9.5,11.5,0.6,13.63037401
923,0,,NN 3208,86019,,NN 3208,,,-,,m,14.9,-12.5,5.3,-6.2,15.90037401
924,0,,NN 3256,86083,,NN 3256,,,-,,M3,14.9,-10.3,-3.6,-10.2,10.35037401
925,0,,GJ 1096,86287,,GJ 1096,,,-,,m+,14.9,-14,-1.2,4.9,13.6136126
926,0,,NN 3856,86820,,NN 3856,,,-,,m,14.9,6.4,1.4,13.4,12.74037401
927,0,,NN 4029,87028,,NN 4029,,,-,,m,14.9,9.2,10.1,5.8,19.23684637
928,0,,GJ 1228,87068,,GJ 1228,,,-,,DXP8,14.9,1.5,13.4,6.2,14.63684637
929,0,,NN 4109,87135,,NN 4109,,,-,,M3.5,14.9,7,13.1,1.5,11.61037401
930,0,,NN 4276,87354,,NN 4276,,,-,,m,14.9,-3.9,14.4,0.4,12.04037401
931,0,,NN 4337,87424,,NN 4337,,,-,,M2,14.9,-4.1,13.5,-4.8,11.00684637
932,0,,NN 4352,87437,,NN 4352,,,-,,M2,14.9,2.4,4.5,-14,10.47037401
933,3583,,GJ 1021,2502,,GJ 1021,,4391,209,,G5IV,14.9,3,-4.2,-14,4.927779661
934,12261,,Hip 12261,8579,,,,,,,,14.9,1.5,-8.7,-11.9,11.49684637
935,25647,,Hip 25647,18177,,,,36705,,,K1III(p),14.9,1.2,-12.5,-8.1,6.007779661
936,37288,1,BD+02°1729,27275,,Gl 281,BD+02°1729,,,,M0,14.9,-11.7,-8.7,3,8.749107138
937,47592,,Gl 364,35292,,Gl 364,,84117,3862,,G0V,14.9,-3.2,-13.5,5.5,4.066523205
938,49081,,20 Leonis Minoris,36388,20 Leonis Minoris,Gl 376,,86728,3951,,G1V,14.9,-8.7,-2.3,11.9,4.484906685
939,49189,,Gl 378,36464,,Gl 378,,,,,M2,14.9,-9.2,1.8,11.6,9.204906685
940,79431,1,Hip 79431,57182,,,,,,,,14.9,13.7,-1.1,5.8,10.47458324
941,84521,1,GJ 2128,60802,,GJ 2128,,,,,M3.5,14.9,11.8,6.7,6.2,10.61777966
942,0,,NN 3181,85988,,NN 3181,,,-,,M6,15,-11,4.2,-9.3,15.98062917
943,0,,Gl 225.2B,86227,,Gl 225.2B,,,-,,,15,-7.5,-11.5,-6,8.224532357
944,0,,Gl 225.2C,86228,,Gl 225.2C,,,-,,K5 V,15,-7.5,-11.5,-6,7.424532357
945,0,,NN 3965,86940,,NN 3965,,,-,,DA8,15,4.1,10.3,10.2,13.93410823
946,0,,Gl 738 B,87103,,Gl 738 B,,,-,,K1 V,15,6.5,13,3.4,6.82258164
947,1368,,Gl 14,1004,,Gl 14,,,,,M0,15,-6.1,12.5,-5.5,8.120954703
948,5247,,Gl 52,3675,,Gl 52,,,,,K7V,15,-8.6,12.4,0.3,8.092801685
949,19394,,Gl 163,13587,,Gl 163,,,,,M,15,-1.3,-10.4,-10.6,10.93453236
950,27359,,Gl 218,19501,,Gl 218,,,,,M2,15,-6.3,-11.7,-7,9.850954703
951,28103,,16 Eta Leporis,20064,16 Eta Leporis,Gl 225,,40136,2085,,F1V,15,-11,-9.1,-4.8,2.833128394
952,28442,,Gl 225.2,20314,,Gl 225.2,,40887,,,K3/K4V,15,-7.5,-11.5,-6,7.404532357
953,93017,,Gl 738,67144,,Gl 738,,176051,7162,,G0V,15,6.5,13,3.4,4.46258164
954,105199,,Alderamin,76423,5 Alpha Cephei,Gl 826,,203280,8162,Alderamin,A7IV-V,15,-2.8,14.5,2.4,1.565182206
955,0,,Gl 792,87201,,Gl 792,,,-,,M4,15.1,3.2,14.7,-0.2,12.5908404
956,0,,Gl 815 B,87234,,Gl 815 B,,,-,,,15.1,2,14.9,-1,11.00461794
957,5862,,Nu Phoenicis,4078,Nu Phoenicis,Gl 55,,7570,370,,F8V,15.1,1.7,-4.6,-14.2,4.071821262
958,15919,,Gl 141,11178,,Gl 141,,21197,,,K5V,15.1,-10.1,-1.6,-11.1,6.962649243
959,31634,,Gl 240,22879,,Gl 240,,,,,K0,15.1,-2.7,-13.7,-5.8,8.721335786
960,34069,,Gl 264.1B,24788,,Gl 264.1B,,53706,2668,,K0V,15.1,-4,-13.9,-4.2,5.897240095
961,62145,,Gl 483,45583,,Gl 483,,110833,,,K3V,15.1,-3.7,5.1,13.7,6.150840397
962,82860,,19 Draconis,59599,19 Draconis,Gl 648,,153597,6315,,F6Vvar,15.1,-1.2,12.1,9,3.996912499
963,95447,,31 Aquilae,68999,31 Aquilae,Gl 759,,182572,7373,,G8IVvar,15.1,10.3,11.1,-0.5,4.258048664
964,103655,,Gl 815,75247,,Gl 815,,,,,M3Ve,15.1,2,14.9,-1,9.444617939
965,108159,1,Gl 838.6,78613,,Gl 838.6,,,,,M3,15.1,9.5,-1.5,-11.6,11.08166422
966,114361,,GJ 1279,83005,,GJ 1279,,218511,,,K5V,15.1,7.5,-7.1,-10.9,7.499531887
967,0,,Gl 40 B,85831,,Gl 40 B,,,-,,m,15.2,-0.6,0.9,-15.2,16.39145945
968,0,,NN 3069,85843,,NN 3069,,,-,,m,15.2,-8.5,12.3,-2.3,14.21771968
969,0,,GJ 1050,85981,,GJ 1050,,,-,,m,15.2,-3.5,-5.2,-13.8,10.84771968
970,0,,NN 3213,86025,,NN 3213,,,-,,m,15.2,-12.6,7.9,-2.7,11.48771968
971,0,,NN 3235,86050,,NN 3235,,,-,,k-m,15.2,-10.5,-1.9,-10.8,12.19771968
972,0,,NN 3247,86065,,NN 3247,,,-,,m,15.2,-10,-3.2,-10.9,13.79771968
973,0,,GJ 1081,86200,,GJ 1081,,,-,,k-m,15.2,-14.6,3.9,1.7,11.30442707
974,0,,Gl 288 B,86320,,Gl 288 B,,,-,,m,15.2,-5.4,-14.1,-1.2,15.68079943
975,0,,GJ 2070,86372,,GJ 2070,,,-,,M3.5,15.2,-9.7,-10.2,5.7,11.82771968
976,0,,NN 3753,86686,,NN 3753,,,-,,DA4,15.2,-3.9,5.9,13.4,11.40771968
977,0,,Gl 599 B,86885,,Gl 599 B,,,-,,DA7,15.2,13.7,-5.8,3.4,11.8645192
978,0,,NN 3953,86925,,NN 3953,,,-,,m,15.2,8,7.8,10.2,11.33771968
979,0,,NN 4216,87288,,NN 4216,,,-,,M3.5,15.2,7.4,8.8,-9.9,11.90771968
980,0,,NN 4367,87456,,NN 4367,,,-,,m,15.2,0.9,5.8,-14,12.54771968
981,4022,1,Gl 40,2798,,Gl 40,,4967,,,K5V,15.2,-0.6,0.9,-15.2,8.051459454
982,37853,,Gl 288,27717,,Gl 288,,63077,3018,,G0V,15.2,-5.4,-14.2,-1.3,4.450799432
983,77358,,Gl 599,55779,,Gl 599,,140901,5864,,G6IV,15.2,13.7,-5.8,3.4,5.094519197
984,0,,GJ 1006 B,85776,,GJ 1006 B,,,-,,M4.5,15.3,-4.2,10.5,-10.3,12.3012065
985,0,,GJ 1059,86031,,GJ 1059,,,-,,m,15.3,-13,7.3,-3.3,14.40788874
986,0,,Gl 458 B,86640,,Gl 458 B,,,-,,m,15.3,-5.1,5.1,13.5,12.40423334
987,0,,GJ 1204,86944,,GJ 1204,,,-,,m,15.3,11.5,5.4,8.6,12.87123798
988,6069,,NN 3084,4230,,NN 3084,,,,,M2V:,15.3,-5.9,5.9,-12.8,10.12456591
989,34115,1,Gl 258,24828,,Gl 258,,,,,M5,15.3,-11.5,7.4,6.8,11.03921645
990,56662,,Gl 433.1,41854,,Gl 433.1,,,,,DA,15.3,-4.1,-1.4,14.7,11.57390073
991,59514,1,BD+55°1519,43791,,Gl 458,BD+55°1519,238090,,,M2,15.3,-5.1,5.1,13.5,8.864233343
992,86796,1,Mu Arae,62484,Mu Arae,Gl 691,,160691,6585,,G5V,15.3,14.1,-5.1,-3,4.219880005
993,0,,GJ 2021,85856,,GJ 2021,,,-,,m,15.4,-1.3,0,-15.3,13.58456678
994,0,,NN 3198,86007,,NN 3198,,,-,,M3,15.4,-7,-3.7,-13.2,11.90456678
995,0,,NN 3233,86048,,NN 3233,,21809,-,,G5,15.4,-13.4,6.4,-3.9,6.344566783
996,0,,GJ 1062,86057,,GJ 1062,,,-,,M2,15.4,-9.8,-3.4,-11.4,12.06787503
997,0,,NN 3279,86113,,NN 3279,,,-,,m,15.4,-0.5,-11.3,-10.4,10.86456678
998,0,,NN 3426,86282,,NN 3426,,,-,,m,15.4,-13.9,2.9,5.9,12.46456678
999,0,,NN 3503,86368,,NN 3503,,,-,,m,15.4,-8.6,-12,4.4,14.06456678
1000,0,,NN 3542,86433,,NN 3542,,,-,,m,15.4,-10.6,4.5,10.3,14.16787503
1001,0,,NN 3720,86648,,NN 3720,,,-,,m,15.4,-2,-0.4,15.2,15.38456678
1002,0,,GJ 1158,86658,,GJ 1158,,,-,,M4,15.4,7.6,-13.2,1.8,12.33456678
1003,0,,NN 4185,87254,,NN 4185,,,-,,m,15.4,3.4,14.6,-3.5,11.74456678
1004,0,,NN 4186 B,87255,,NN 4186 B,,,-,,m,15.4,3.4,14.6,-3.5,12.55456678
1005,0,,NN 4306,87397,,NN 4306,,,-,,M0,15.4,0.5,12.3,-9.3,9.564566783
1006,14669,,Gl 125,10289,,Gl 125,,,,,M2,15.4,-12.7,8.3,-2.9,9.208880108
1007,18280,1,BD-07°699,12813,,Gl 156,BD-07°699,,,,M0V,15.4,-11,-3.2,-10.3,8.081223484
1008,32560,,Gl 246,23621,,Gl 246,,,,,DAn,15.4,-14.8,0.4,4.1,11.12155805
1009,34104,1,Gl 263,24817,,Gl 263,,,,,M5,15.4,-11.1,-10.6,-0.5,10.35323008
1010,61706,1,Gl 480,45303,,Gl 480,,,,,M4,15.4,1.5,-3.9,14.8,10.58590266
1011,95501,,30 Delta Aquilae,69041,30 Delta Aquilae,Gl 760,,182640,7377,,F0IV,15.4,11.8,9.7,-1.6,2.426236504
1012,99438,,GJ 2147,72069,,GJ 2147,,,,,,15.4,13.1,2.7,-7.5,11.24657029
1013,100923,,Gl 791,73209,,Gl 791,,,,,M3,15.4,12.5,3.5,-8.2,10.47222701
1014,110996,1,Gl 862,80668,,Gl 862,,213042,,,K4V,15.4,7.6,2.6,-13.2,6.705863475
1015,113357,1,51 Pegasi,82283,51 Pegasi,Gl 882,BD+19°5036,217014,8729,,G5V,15.4,0,12.6,-8.8,4.567904943
1016,0,,Gl 25 B,85804,,Gl 25 B,,,-,,G8 V,15.5,0.4,1,-15.5,5.443754862
1017,0,,NN 3077,85858,,NN 3077,,,-,,m,15.5,-5.6,6.1,-13.1,11.94116259
1018,0,,NN 3078 B,85859,,NN 3078 B,,,-,,m,15.5,-5.6,6.1,-13.1,12.96116259
1019,0,,NN 3162,85965,,NN 3162,,,-,,DC,15.5,-6.9,-1.1,-13.8,14.81116259
1020,0,,Gl 316.1,86378,,Gl 316.1,,,-,,m,15.5,-11.7,-6,8.2,16.72779857
1021,0,,Gl 720 B,87074,,Gl 720 B,,,-,,m,15.5,3.9,13.9,5.7,12.07149871
1022,2941,,Gl 25,2072,,Gl 25,,3443,159,,K1V+...,15.5,0.4,1,-15.5,5.273754862
1023,3909,,19 Phi 2 Ceti,2726,19 Phi 2 Ceti,Gl 37,,4813,235,,F7IV-V,15.5,-2.3,3.7,-14.8,4.224185756
1024,28954,,Gl 227,20715,,Gl 227,,41593,,,K0,15.5,-15,-3.7,-0.7,5.814856999
1025,42762,1,Gl 319 B,31541,,Gl 319 B,,,,,M5,15.5,-10.8,-8.2,7.5,12.14981761
1026,69578,,Hip 69578,50561,,,,,,,,15.5,10.5,-11.4,-0.1,11.15385006
1027,71284,,28 Sigma Boötis,51672,28 Sigma Boötis,Gl 557,,128167,5447,,F3Vwvar,15.5,4.2,4.3,14.3,3.513178501
1028,91128,,Gl 720,65701,,Gl 720,,,,,M2,15.5,3.9,13.8,5.7,8.901498705
1029,95319,1,BD+32°3411,68906,,Gl 758,BD+32°3411,182488,7368,,G8V,15.5,6.2,14,2.3,5.419144805
1030,0,,GJ 1014,85802,,GJ 1014,,,-,,,15.6,-4.3,8.6,-12.3,14.35089987
1031,0,,Gl 101.1,85964,,Gl 101.1,,,-,,m,15.6,-0.7,-7.2,-13.8,10.30089987
1032,0,,NN 3296,86132,,NN 3296,,,-,,m,15.6,-14.8,0.8,-4.8,13.63089987
1033,0,,NN 3404,86256,,NN 3404,,,-,,m,15.6,-13.7,-7.5,-0.1,11.09089987
1034,0,,NN 3405 B,86257,,NN 3405 B,,,-,,m,15.6,-13.7,-7.5,-0.1,12.36089987
1035,0,,NN 3654,86574,,NN 3654,,,-,,M4,15.6,2,-13.3,7.9,12.73089987
1036,0,,NN 3685,86607,,NN 3685,,,-,,m,15.6,0.1,-8,13.4,12.28089987
1037,0,,NN 3686 B,86608,,NN 3686 B,,,-,,m,15.6,0.1,-8,13.4,16.63089987
1038,0,,Gl 492,86698,,Gl 492,,,-,,DC9,15.6,3.9,-4.9,14.3,14.81750429
1039,0,,Gl 527 B,86760,,Gl 527 B,,,-,,M2,15.6,4.3,-0.1,15,10.03496757
1040,0,,NN 3815,86774,,NN 3815,,,-,,m,15.6,-4.1,9.3,11.8,14.72089987
1041,0,,Gl 626.2,86929,,Gl 626.2,,,-,,DZA6,15.6,5.8,9.7,10.8,12.88089987
1042,0,,NN 4069,87082,,NN 4069,,,-,,m,15.6,5.4,13.8,5,12.45089987
1043,0,,Gl 808,87223,,Gl 808,,,-,,M2.5,15.6,9.1,-9.5,-8.3,10.89105486
1044,27435,1,BD-04°1244,19556,,GJ 1085,BD-04°1244,38858,2007,,G4V,15.6,-13,-7.3,-4.2,5.00936566
1045,36349,,Hip 36349,26539,,,,,,,M1V:e...,15.6,-6.8,-13.9,-1.6,8.999027661
1046,66765,,GJ 1175,48668,,GJ 1175,,118972,,,K1V,15.6,9.7,-9.9,7.2,6.013612515
1047,67275,,4 Tau Boötis,49019,4 Tau Boötis,Gl 527,,120136,5185,,F7V,15.6,4.3,-0.1,15,3.534967568
1048,74702,,Hip 74702,53977,,,,135599,,,K0,15.6,10.7,0.3,11.3,5.957336878
1049,77349,1,NN 3916,55771,,NN 3916,,,,,K:...,15.6,13.1,-0.6,8.5,10.28632178
1050,92573,1,Gl 731,66793,,Gl 731,,229793,,,M2,15.6,10.4,11.5,2,9.1853062
1051,98792,,Gl 778,71566,,Gl 778,,190404,,,K1V,15.6,7.3,13.7,-1.1,6.296660196
1052,107649,,Gl 838,78258,,Gl 838,,207129,8323,,G2V,15.6,10.1,-1.6,-11.8,4.609202744
1053,111391,1,Hip 111391,80930,,,,,,,,15.6,7,3.8,-13.4,10.28022118
1054,0,,GJ 1010 B,85787,,GJ 1010 B,,,-,,m,15.7,-7.9,13,3.9,13.02069716
1055,0,,GJ 1037,85870,,GJ 1037,,,-,,DQ6,15.7,-7.3,8,-11.3,12.84410339
1056,0,,NN 3666,86588,,NN 3666,,,-,,M3,15.7,-2.3,-6.4,14.1,11.58410339
1057,0,,Gl 704 B,87047,,Gl 704 B,,,-,,K5 V,15.7,7.9,12.1,5.9,7.476824537
1058,0,,NN 4312,87402,,NN 4312,,,-,,m,15.7,-6.3,14.3,2.1,11.46386863
1059,48477,1,BD-02°3000,35948,,Gl 372,BD-02°3000,,,,M0,15.7,-6,-11,9.5,9.564443723
1060,51525,,Gl 397,38222,,Gl 397,,,,,K7V,15.7,-8.5,1.5,13.1,7.884443723
1061,63833,,Gl 496.1,46676,,Gl 496.1,,113538,,,K8V,15.7,8.9,-12.7,2.8,8.079333171
1062,76779,,Hip 76779,55391,,,,139763,,,K5V,15.7,13.6,-2.4,7.6,7.935919443
1063,88745,,99 Herculis,63911,99 Herculis,Gl 704,,165908,6775,,F7V,15.7,7.9,12.1,5.9,4.116824537
1064,99385,1,BD-20°5833,72025,,Gl 782,BD-20°5833,191391,,,K4Vp,15.7,13,5.3,-6.9,7.944783999
1065,114233,1,Gl 889.1,82916,,Gl 889.1,,,,,M1V:,15.7,1.8,9.8,-12.1,9.935804508
1066,114411,1,Gl 891,83040,,Gl 891,,,,,,15.7,5.2,3,-14.5,10.29171959
1067,0,,Gl 157 B,86084,,Gl 157 B,,,-,,dM3 e,15.8,-12.1,-2.3,-9.8,10.62078877
1068,0,,66 Alpha Geminorum,86307,66 Alpha Geminorum,Gl 278 B,,60178,2890,,A m,15.8,-14.5,-1.9,6,1.855989172
1069,0,,Gl 278 C,86308,,Gl 278 C,,,-,,M0.5Ve,15.8,-14.5,-1.9,6,8.075989172
1070,0,,Gl 750 B,87125,,Gl 750 B,,,-,,,15.8,14.3,-2.1,-6.2,9.111473557
1071,0,,NN 4129,87170,,NN 4129,,,-,,k,15.8,11.3,10.4,-3.8,10.9501468
1072,0,,Gl 802,87218,,Gl 802,,,-,,dM5 e,15.8,-0.7,15.6,2.2,13.68701855
1073,18512,,Gl 157,12970,,Gl 157,,24916,,,K4V,15.8,-12.1,-2.3,-9.8,7.050788766
1074,36850,,Castor,26923,66 Alpha Geminorum,Gl 278,,60179,2891,Castor,A2Vm,15.8,-14.5,-1.9,6,0.945989172
1075,70536,,Gl 548 B,51181,,Gl 548 B,,,,,M2,15.8,5.1,2.8,14.7,9.008733096
1076,94739,,Gl 750,68463,,Gl 750,,179930,,,K9V...,15.8,14.3,-2.1,-6.2,9.131473557
1077,98906,,Gl 781,71646,,Gl 781,,,,,M3,15.8,0.4,15.5,3.3,10.99461591
1078,0,,NN 3218,86028,,NN 3218,,,-,,M2,15.9,-10.3,-1.8,-12,10.36670275
1079,0,,NN 3261,86089,,NN 3261,,,-,,dM5 e,15.9,-13.3,-1.2,-8.6,11.88670275
1080,0,,NN 3294,86131,,NN 3294,,,-,,k-m,15.9,-14.9,0.2,-5.6,13.56670275
1081,0,,NN 3320,86160,,NN 3320,,,-,,M2.5,15.9,-15.6,0.6,-2.9,10.50670275
1082,0,,Gl 188 B,86170,,Gl 188 B,,,-,,G4 V,15.9,-15.4,-1,-3.6,4.697391994
1083,0,,NN 3463,86324,,NN 3463,,,-,,m,15.9,-12.6,-8.7,4.4,13.73979822
1084,0,,NN 3492,86358,,NN 3492,,,-,,k-m,15.9,4.8,-14,-5.8,10.84670275
1085,0,,NN 3625,86541,,NN 3625,,,-,,m,15.9,6.9,-13.4,-4.9,12.44670275
1086,0,,NN 3690 B,86612,,NN 3690 B,,,-,,m,15.9,-0.9,-5.9,14.7,13.99670275
1087,0,,Gl 461,86650,,Gl 461,,,-,,M0 V,15.9,2,-7.1,14.1,9.096702747
1088,0,,GJ 1167,86707,,GJ 1167,,,-,,dM5,15.9,0.6,1,15.8,13.17670275
1089,0,,GJ 1169,86717,,GJ 1169,,,-,,m,15.9,1.2,1,15.8,12.24979822
1090,0,,Gl 708.3,87052,,Gl 708.3,,,-,,M5,15.9,13.6,7.9,2.3,11.51670275
1091,0,,NN 4102,87118,,NN 4102,,,-,,M3.5,15.9,9.3,-10.5,-7.4,11.69670275
1092,0,,Gl 777 B,87177,,Gl 777 B,,,-,,M4 :,15.9,6.1,14.7,-0.2,13.36394357
1093,0,,NN 4262,87332,,NN 4262,,,-,,k-m,15.9,5.9,9.7,-11.1,11.13670275
1094,0,,GJ 1268,87353,,GJ 1268,,,-,,m+,15.9,-3.1,15.5,-1.3,13.93670275
1095,0,,NN 4292,87380,,NN 4292,,,-,,m,15.9,0.6,13.5,-8.4,13.99670275
1096,0,,NN 4319,87411,,NN 4319,,,-,,k,15.9,0.9,10.4,-12,12.13670275
1097,0,,NN 4355,87439,,NN 4355,,,-,,DA,15.9,1.4,6.8,-14.3,12.25670275
1098,169,1,GJ 1294,126,,GJ 1294,,224953,,,M0V,15.9,6.8,-8.1,-11.8,8.657736536
1099,8709,,NN 3121,6068,,NN 3121,,,,,DAs,15.9,-10.6,11.1,-4,11.43945842
1100,12929,1,BD+11°383,9055,,Gl 112.1,BD+11°383,17230,,,K5,15.9,-11.2,3.6,-10.7,7.580835299
1101,23835,,104 Tau,16869,104 Tau,Gl 188,,32923,1656,,G4V,15.9,-15.4,-1,-3.5,4.597391994
1102,47981,,Gl 366,35580,,Gl 366,,,,,M2,15.9,-9.1,9,9.4,9.61152641
1103,48904,,Gl 375,36259,,Gl 375,,,,,M5,15.9,1.3,-15.7,1.9,10.26256267
1104,77760,,1 Chi Herculis,56039,1 Chi Herculis,Gl 602,,142373,5914,,F9V,15.9,3.8,9.4,12.2,3.609458423
1105,80093,1,BD+41°2695,57631,,Gl 619,BD+41°2695,,,,M0,15.9,4.8,10.2,11.3,7.971871883
1106,98767,,Gl 777,71549,,Gl 777,,190360,7670,,G6IV+...,15.9,6.1,14.7,-0.2,4.70394357
1107,0,,Gl 32 B,85820,,Gl 32 B,,,-,,K7 V,16,2.5,-3.3,-15.5,8.036270913
1108,0,,NN 3232,86046,,NN 3232,,,-,,K7 V,16,-13.6,3.3,-7.8,9.765922948
1109,0,,NN 3366,86214,,NN 3366,,,-,,m,16,-13.2,-7.7,-4.6,13.51940009
1110,0,,GJ 1254,87204,,GJ 1254,,,-,,m,16,-1.9,15.5,3.5,11.49940009
1111,436,1,Gl 3,321,,Gl 3,,55,,,K5V,16,6.7,-8.2,-12,7.458705104
1112,3588,1,Gl 32,2507,,Gl 32,,4378,,,K5V comp SB,16,2.5,-3.3,-15.5,7.386270913
1113,18774,,Gl 156.2,13143,,Gl 156.2,,24451,,,K4V,16,-10.5,11,4.8,7.241830775
1114,49091,1,Gl 377,36397,,Gl 377,,,,,M4,16,-1.4,-15.1,5.4,10.40348563
1115,60303,1,BD+42°2296,44338,,Gl 462,BD+42°2296,107596,,,M0V,16,-3.6,2.7,15.4,8.430789385
1116,65352,1,BD+03°2765,47690,,NN 3781,BD+03°2765,116442,,,G5,16,5.4,-4.3,14.5,6.036270913
1117,82256,1,Gl 637,59153,,Gl 637,,,,,M,16,11.3,-10.1,-4.8,10.33495195
1118,110400,1,NN 4273,80253,,NN 4273,,,,,M5,16,9.1,-6.7,-11.3,10.95592295
1119,0,,GJ 2010,85805,,GJ 2010,,,-,,DA7,16.1,-0.2,2,-16,13.49195845
1120,0,,GJ 1033,85861,,GJ 1033,,,-,,,16.1,-1.8,0.2,-16,13.12195845
1121,0,,NN 3183,85992,,NN 3183,,,-,,m,16.1,-12.8,6.8,-7.2,12.92195845
